Year,AHRQ/CCS Condition Category,CCS Category Number,AHRQ Category,Volatility Level,NIPA Dollars,Uncontrolled Dollars,Number of Episodes,Per Capita Index,Medical Care Expenditure Index,Prevalence Index,Per Capita Dollars,Cost Per Case Dollars,Unweighted MEPS Patients,Share MEPS Spending,CCS Chapter Number,CCS Chapter,Chapter Spending (Billions),CCS Category,,Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Immuniz/scrn,10,Other care and screening_AHRQ,low,7609006303,6029336464,35291557.08,2.145624815,1.567190499,1.369089984,26.22819109,215.6041538,545,0.073769833,1,Infectious and parasitic diseases,28.23,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Immuniz/scrn,10,Other care and screening_AHRQ,low,6388715640,5091283625,27324221.62,1.784925409,1.709238168,1.044281272,21.81898922,233.8114414,524,0.073769833,1,Infectious and parasitic diseases,28.77,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Immuniz/scrn,10,Other care and screening_AHRQ,low,9114789031,7298205515,35839006.51,2.52319134,1.86802729,1.350725095,30.84357719,254.3259403,493,0.073769833,1,Infectious and parasitic diseases,33.62,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Immuniz/scrn,10,Other care and screening_AHRQ,low,10815018783,8637574845,39296219.46,2.965125917,2.016341752,1.470547299,36.24580057,275.2177928,488,0.073769833,1,Infectious and parasitic diseases,37.22,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Immuniz/scrn,10,Other care and screening_AHRQ,low,13679593609,10826746316,44774723.07,3.714998801,2.218135857,1.674829244,45.41227234,305.5204515,459,0.073769833,1,Infectious and parasitic diseases,42.46,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Immuniz/scrn,10,Other care and screening_AHRQ,low,15673950330,12591572402,49498602.27,4.216538865,2.333512445,1.80694938,51.54311523,316.6544026,490.5,0.073769833,1,Infectious and parasitic diseases,47.63,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Immuniz/scrn,10,Other care and screening_AHRQ,low,17635632996,14418787027,54085349.61,4.702853453,2.445525388,1.923044216,57.48784137,326.0704262,651.5,0.073769833,1,Infectious and parasitic diseases,53.01,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Immuniz/scrn,10,Other care and screening_AHRQ,low,18351054034,15009212858,55554002.01,4.852872428,2.478367222,1.958092564,59.32167845,330.3282099,654.5,0.073769833,1,Infectious and parasitic diseases,55.4,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Immuniz/scrn,10,Other care and screening_AHRQ,low,19801386044,16055270386,56448108.86,5.197509471,2.609103559,1.992067142,63.53453345,350.789184,554.5,0.073769833,1,Infectious and parasitic diseases,59.95,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Immuniz/scrn,10,Other care and screening_AHRQ,low,21520877553,17077664854,58064788.07,5.606838086,2.697980032,2.078161446,68.53818043,370.6355998,593.5,0.073769833,1,Infectious and parasitic diseases,65.58,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Immuniz/scrn,10,Other care and screening_AHRQ,low,24013008604,19240348660,63122523.94,6.212457264,2.796093385,2.221834684,75.94128996,380.4190185,739,0.073769833,1,Infectious and parasitic diseases,70.51,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Immuniz/scrn,10,Other care and screening_AHRQ,low,25805520699,20686763318,66157608.23,6.626773344,2.868374412,2.310288823,81.00590389,390.0612702,813,0.073769833,1,Infectious and parasitic diseases,79.47,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Immuniz/scrn,10,Other care and screening_AHRQ,low,26774357504,21939557769,63861751.53,6.825576873,3.151447914,2.165854255,83.43608503,419.2549823,723,0.073769833,1,Infectious and parasitic diseases,89.73,Immunizations and screening for infectious disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Social admin,255,Other care and screening_AHRQ,low,2337797322,1782324639,9973305.662,1,1,1,8.285289714,234.405462,126,0.240660306,17,Symptoms; signs; and ill-defined co,80.14,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Social admin,255,Other care and screening_AHRQ,low,2769653115,2201097182,12309651.27,1.173059741,1.000566105,1.172396042,9.719139809,224.9985035,169,0.240660306,17,Symptoms; signs; and ill-defined co,91.88,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Social admin,255,Other care and screening_AHRQ,low,3064496151,2439005751,14257630.62,1.285951111,0.957233268,1.343404114,10.65447751,214.9372663,217,0.240660306,17,Symptoms; signs; and ill-defined co,110.6,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Social admin,255,Other care and screening_AHRQ,low,3711742857,2941165464,15938052.55,1.544224995,1.032610465,1.495457433,12.79435146,232.8855954,224,0.240660306,17,Symptoms; signs; and ill-defined co,121.62,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Social admin,255,Other care and screening_AHRQ,low,4161199534,3316135549,17980398.23,1.715267708,1.032013282,1.662059721,14.2114899,231.429776,205.5,0.240660306,17,Symptoms; signs; and ill-defined co,139.36,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Social admin,255,Other care and screening_AHRQ,low,4475007899,3583135848,18786146.54,1.827697119,1.06727881,1.712483281,15.14300014,238.2078672,169.5,0.240660306,17,Symptoms; signs; and ill-defined co,147.88,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Social admin,255,Other care and screening_AHRQ,low,4708650150,3760633144,18952886.64,1.904667376,1.110293821,1.715462466,15.78072102,248.4397358,138,0.240660306,17,Symptoms; signs; and ill-defined co,160.31,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Social admin,255,Other care and screening_AHRQ,low,5583302558,4418917851,19408960.13,2.237090233,1.273989882,1.755971743,18.5349407,287.6662387,130.5,0.240660306,17,Symptoms; signs; and ill-defined co,176.17,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Social admin,255,Other care and screening_AHRQ,low,6465581598,5194085544,20938811.86,2.566209422,1.388063652,1.848769268,21.26178853,308.78455,122.5,0.240660306,17,Symptoms; signs; and ill-defined co,186.84,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Social admin,255,Other care and screening_AHRQ,low,7508124388,6138597154,22671546.01,2.953987879,1.515096574,1.949702699,24.47464539,331.1694926,151.5,0.240660306,17,Symptoms; signs; and ill-defined co,200.68,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Social admin,255,Other care and screening_AHRQ,low,7771482558,6356247206,22552107.33,3.032135422,1.577124464,1.922572056,25.12212042,344.6011694,165,0.240660306,17,Symptoms; signs; and ill-defined co,210.42,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Social admin,255,Other care and screening_AHRQ,low,8915420851,7228761261,23820310.76,3.452616996,1.698121566,2.033197778,28.60593208,374.2781083,175.5,0.240660306,17,Symptoms; signs; and ill-defined co,226.58,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Social admin,255,Other care and screening_AHRQ,low,9425741365,7479697407,24228562.48,3.623100773,1.727462784,2.09735388,30.01843957,389.0342802,205.5,0.240660306,17,Symptoms; signs; and ill-defined co,238.84,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Social admin,255,Other care and screening_AHRQ,low,10284562008,8240473408,25122259.59,3.925631187,1.835463625,2.138768175,32.5249917,409.3804529,234,0.240660306,17,Symptoms; signs; and ill-defined co,248.63,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Social admin,255,Other care and screening_AHRQ,low,11328693151,9081544862,26008087.66,4.292162544,1.953905841,2.196708999,35.56181018,435.5834732,238.5,0.240660306,17,Symptoms; signs; and ill-defined co,263.02,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Social admin,255,Other care and screening_AHRQ,low,11647463385,9544213928,23917896.05,4.380851327,2.232901214,1.961954832,36.29662244,486.9769214,243,0.240660306,17,Symptoms; signs; and ill-defined co,289.88,Administrative/social admission,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,92952513628,70866517700,51992531.61,1,1,1,329.429116,1787.805109,154.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,98723993084,78457876820,53909075.17,1.051630522,1.067762199,0.984892069,346.4377131,1831.305634,174.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.03751E+11,82574456818,55521768.2,1.09497216,1.091144603,1.003507837,360.7157109,1868.653131,249.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.0932E+11,86624798809,55579020.14,1.14387634,1.143486983,1.0003405,376.8261714,1966.933951,301,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.16297E+11,92679289336,57161650.56,1.205668878,1.189536592,1.013561823,397.1824325,2034.530483,284,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.20024E+11,96103325978,57977210.57,1.232892156,1.216132721,1.013780926,406.1505732,2070.196805,278.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.23814E+11,98886251425,58167686.4,1.259620749,1.247251387,1.009917297,414.95575,2128.578044,279,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.24538E+11,98566282808,58142630.44,1.25499406,1.243751377,1.009039334,413.4315839,2141.94807,274.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.25462E+11,1.00789E+11,57693479.9,1.25239619,1.281699335,0.977137271,412.5757698,2174.627052,308,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.30079E+11,1.06352E+11,58484682.36,1.287157131,1.334148002,0.964778368,424.0270358,2224.16224,365.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.31275E+11,1.07369E+11,57636628.11,1.288164162,1.366718226,0.942523585,424.3587813,2277.624949,352.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.31058E+11,1.06264E+11,57099561.06,1.276490052,1.365382387,0.934895648,420.5129893,2295.262659,344.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.32016E+11,1.0476E+11,56427204.27,1.276249658,1.362087082,0.936980957,420.4337965,2339.572415,380.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.31488E+11,1.05354E+11,55827718.25,1.262280319,1.384531221,0.911702315,415.8318896,2355.247331,396.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.38054E+11,1.10669E+11,56334935.44,1.315496089,1.441283738,0.91272527,433.3627137,2450.584574,379.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Heart conditions_AHRQ,0,Heart conditions_AHRQ,NA,1.45219E+11,1.18996E+11,57228340.63,1.373712581,1.525529205,0.90048265,452.5409211,2537.533842,352.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Dysrhythmia,106,Heart conditions_AHRQ,low,12667189868,9657400321,9652626.426,1,1,1,44.89325783,1312.304994,20,0.201907758,7,Diseases of the circulatory system,153.72,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Dysrhythmia,106,Heart conditions_AHRQ,low,13876030171,11027550972,10013591.17,1.084642364,1.100713979,0.985398918,48.6931293,1385.719663,24.5,0.201907758,7,Diseases of the circulatory system,165.4,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Dysrhythmia,106,Heart conditions_AHRQ,low,15245168627,12133496708,10555879.19,1.180658197,1.148885715,1.027655042,53.00359286,1444.234852,42.5,0.201907758,7,Diseases of the circulatory system,176.31,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Dysrhythmia,106,Heart conditions_AHRQ,low,15759609710,12487831617,10567700.78,1.210053941,1.181113928,1.024502305,54.32326358,1491.299768,50.5,0.201907758,7,Diseases of the circulatory system,187.28,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Dysrhythmia,106,Heart conditions_AHRQ,low,16784436433,13375822494,10759859.05,1.27687008,1.242507957,1.027655455,57.32285771,1559.912295,38.5,0.201907758,7,Diseases of the circulatory system,200.36,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Dysrhythmia,106,Heart conditions_AHRQ,low,17469959557,13988184997,11063027.74,1.316827529,1.263783352,1.041972523,59.11667777,1579.130051,33,0.201907758,7,Diseases of the circulatory system,208.16,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Dysrhythmia,106,Heart conditions_AHRQ,low,18314602650,14627228516,11283775.84,1.367246425,1.295665398,1.055246538,61.3801463,1623.091677,40.5,0.201907758,7,Diseases of the circulatory system,217.04,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Dysrhythmia,106,Heart conditions_AHRQ,low,19175333179,15176362237,11489793.13,1.417952995,1.320203071,1.074041582,63.65652938,1668.901516,45.5,0.201907758,7,Diseases of the circulatory system,221.27,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Dysrhythmia,106,Heart conditions_AHRQ,low,20166468660,16200609603,11626947.05,1.477205549,1.392678677,1.060693736,66.31656959,1734.459491,46.5,0.201907758,7,Diseases of the circulatory system,224.06,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Dysrhythmia,106,Heart conditions_AHRQ,low,21210856467,17341868145,12043802.87,1.540146494,1.439187922,1.07014968,69.14219366,1761.14278,45.5,0.201907758,7,Diseases of the circulatory system,230.98,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Dysrhythmia,106,Heart conditions_AHRQ,low,21848748013,17869954990,12099776.31,1.573250396,1.476153027,1.065777306,70.62833567,1805.715036,40.5,0.201907758,7,Diseases of the circulatory system,234.98,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Dysrhythmia,106,Heart conditions_AHRQ,low,22310265567,18089508747,12306890.76,1.594549008,1.469141719,1.08536092,71.58449973,1812.827139,42,0.201907758,7,Diseases of the circulatory system,236.19,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Dysrhythmia,106,Heart conditions_AHRQ,low,24344510992,19318329317,12391190.85,1.727000752,1.558266677,1.108283183,77.53069003,1964.662742,45,0.201907758,7,Diseases of the circulatory system,237.97,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Dysrhythmia,106,Heart conditions_AHRQ,low,25327496321,20293577866,12553564.46,1.784195878,1.615759915,1.104245663,80.09836559,2017.55417,47.5,0.201907758,7,Diseases of the circulatory system,238.31,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Dysrhythmia,106,Heart conditions_AHRQ,low,27248814721,21843766976,12969400.12,1.905331463,1.683421658,1.13182069,85.53653662,2101.008101,54.5,0.201907758,7,Diseases of the circulatory system,247.41,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Dysrhythmia,106,Heart conditions_AHRQ,low,29817068209,24432828701,13454128.56,2.069753741,1.815112056,1.140289788,92.91798834,2216.202119,53.5,0.201907758,7,Diseases of the circulatory system,259.15,Cardiac dysrhythmias,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Coron athero,101,Heart conditions_AHRQ,low,26692701226,20350377952,10026076.91,1,1,1,94.60048605,2662.327596,12.5,0.260208167,7,Diseases of the circulatory system,153.72,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Coron athero,101,Heart conditions_AHRQ,low,27738309638,22044173993,10350108.45,1.028937686,1.049318868,0.980576751,97.33800525,2680.001836,15,0.260208167,7,Diseases of the circulatory system,165.4,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Coron athero,101,Heart conditions_AHRQ,low,28291291428,22516792028,10568174.86,1.039758505,1.049699713,0.990529475,98.36165995,2677.027188,23.5,0.260208167,7,Diseases of the circulatory system,176.31,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Coron athero,101,Heart conditions_AHRQ,low,29845497871,23649415106,10554254.31,1.087491461,1.103955079,0.985086695,102.8772208,2827.816821,28,0.260208167,7,Diseases of the circulatory system,187.28,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Coron athero,101,Heart conditions_AHRQ,low,31658805837,25229477851,10760303.31,1.142936839,1.155160424,0.989418279,108.1223805,2942.185265,22,0.260208167,7,Diseases of the circulatory system,200.36,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Coron athero,101,Heart conditions_AHRQ,low,32237673000,25812683328,10781397.96,1.153156996,1.179550744,0.977623897,109.0892123,2990.119939,20.5,0.260208167,7,Diseases of the circulatory system,208.16,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Coron athero,101,Heart conditions_AHRQ,low,32598019914,26034891150,10781827.85,1.15485716,1.18965744,0.970747646,109.2500487,3023.422407,23.5,0.260208167,7,Diseases of the circulatory system,217.04,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Coron athero,101,Heart conditions_AHRQ,low,32047668616,25364202187,10786861.98,1.124613031,1.158469587,0.970774757,106.3889394,2970.990885,31,0.260208167,7,Diseases of the circulatory system,221.27,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Coron athero,101,Heart conditions_AHRQ,low,31690617809,25458464536,10881659.49,1.101614225,1.152645149,0.955727117,104.2132411,2912.296404,72,0.260208167,7,Diseases of the circulatory system,224.06,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Coron athero,101,Heart conditions_AHRQ,low,33045334319,27017665764,11132753.77,1.138680101,1.195649188,0.952353008,107.719691,2968.298321,113,0.260208167,7,Diseases of the circulatory system,230.98,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Coron athero,101,Heart conditions_AHRQ,low,32463292516,26551524864,10911228.34,1.109306643,1.198876302,0.925288657,104.9409476,2975.218876,104.5,0.260208167,7,Diseases of the circulatory system,234.98,Coronary atherosclerosis and other heart disease,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
